SITE_NAME;BEGIN;END;KWH_PERIOD;PERIOD_EUR;period;daily_consumption_EUR;daily_consumption_KWH;bills
4362BR;2018-04-01;2018-04-30;11240;1185.82;29;40.890344827586205;387.58620689655174;35
4362BR;2018-05-01;2018-05-31;11632;1226.44;30;40.88133333333334;387.73333333333335;35
4362BR;2018-06-01;2018-06-30;11178;1179.4;29;40.66896551724138;385.44827586206895;35
4362BR;2018-07-01;2018-07-31;14127;1485.96;30;49.532000000000004;470.9;35
4362BR;2018-08-01;2018-08-31;14491;1523.7;30;50.79;483.03333333333336;35
4362BR;2018-09-01;2018-09-30;13773;1460.09;29;50.347931034482755;474.9310344827586;35
4362BR;2018-10-01;2018-10-31;14093;1493.53;30;49.78433333333333;469.76666666666665;35
4362BR;2018-11-01;2018-11-30;13190;1399.18;29;48.24758620689656;454.82758620689657;35
4362BR;2018-12-01;2018-12-31;13085;1388.21;30;46.27366666666667;436.1666666666667;35
4362BR;2019-01-01;2019-01-31;13006;1345.77;30;44.859;433.53333333333336;35
4362BR;2019-02-01;2019-02-28;11977;1240.97;27;45.961851851851854;443.5925925925926;35
4362BR;2019-03-01;2019-03-31;13583;1404.53;30;46.81766666666667;452.76666666666665;35
4362BR;2019-04-01;2019-04-30;13573;1403.51;29;48.39689655172414;468.0344827586207;35
4362BR;2019-05-01;2019-05-31;14019;1448.94;30;48.298;467.3;35
4362BR;2019-06-01;2019-06-30;14055;1452.61;29;50.089999999999996;484.6551724137931;35
4362BR;2019-07-01;2019-07-31;14614;1552.36;30;51.74533333333333;487.1333333333333;35
4362BR;2019-08-01;2019-08-31;14538;1501.8;30;50.059999999999995;484.6;35
4362BR;2019-09-01;2019-09-30;13884;1435.19;29;49.48931034482759;478.7586206896552;35
4362BR;2019-10-01;2019-10-31;14118;1459.02;30;48.634;470.6;35
4362BR;2019-11-01;2019-11-30;13567;1402.9;29;48.37586206896552;467.82758620689657;35
4362BR;2019-12-01;2019-12-31;13636;1409.93;30;46.99766666666667;454.53333333333336;35
4362BR;2020-01-01;2020-01-31;13476;1669.48;30;55.64933333333333;449.2;35
4362BR;2020-02-01;2020-02-29;12236;1517.81;28;54.207499999999996;437.0;35
4362BR;2020-03-01;2020-03-31;13033;1607.22;30;53.574;434.43333333333334;35
4362BR;2020-04-01;2020-04-30;13562;1671.59;29;57.64103448275862;467.6551724137931;35
4362BR;2020-05-01;2020-05-31;15695;1931.17;30;64.37233333333333;523.1666666666666;35
4362BR;2020-06-01;2020-06-30;15396;1894.79;29;65.33758620689655;530.8965517241379;35
4362BR;2020-07-01;2020-07-31;16055;2165.52;30;72.184;535.1666666666666;35
4362BR;2020-08-01;2020-08-31;16132;1984.36;30;66.14533333333333;537.7333333333333;35
4362BR;2020-09-01;2020-09-30;15580;2003.15;29;69.07413793103449;537.2413793103449;35
4362BR;2020-10-01;2020-10-31;15630;2092.22;30;69.74066666666666;521.0;35
4362BR;2020-11-01;2020-11-30;15119;2035.68;29;70.19586206896552;521.3448275862069;35
0087BR;2018-01-01;2018-03-31;33989;3390.4;89;38.09438202247191;381.8988764044944;11
0087BR;2018-04-01;2018-06-30;37918;4588.08;90;50.97866666666667;421.31111111111113;11
0087BR;2018-07-01;2018-09-30;39258;4707.03;91;51.72560439560439;431.4065934065934;11
0087BR;2018-10-01;2018-12-31;36895;4873.83;91;53.558571428571426;405.43956043956047;11
0087BR;2019-01-01;2019-03-31;37208;4437.05;89;49.85449438202247;418.0674157303371;11
0087BR;2019-04-01;2019-06-30;49888;5964.11;90;66.26788888888889;554.3111111111111;11
0087BR;2019-07-01;2019-09-30;39530;4725.81;91;51.931978021978026;434.3956043956044;11
0087BR;2019-10-01;2019-12-31;27771;3311.14;91;36.386153846153846;305.1758241758242;11
0087BR;2020-01-01;2020-03-31;13881;1655.03;90;18.389222222222223;154.23333333333332;11
0087BR;2020-04-01;2020-06-30;38563;4597.87;90;51.08744444444444;428.47777777777776;11
0087BR;2020-07-01;2020-09-30;46521;5369.92;91;59.01010989010989;511.2197802197802;11
4367BR;2018-01-01;2018-01-31;5733;554.95;30;18.498333333333335;191.1;36
4367BR;2018-02-01;2018-02-28;5260;513.9;27;19.03333333333333;194.8148148148148;36
4367BR;2018-03-01;2018-03-31;5390;521.21;30;17.37366666666667;179.66666666666666;36
4367BR;2018-04-01;2018-04-30;5741;556.3;29;19.182758620689654;197.9655172413793;36
4367BR;2018-05-01;2018-05-31;5949;564.56;30;18.818666666666665;198.3;36
4367BR;2018-06-01;2018-06-30;6346;604.77;29;20.854137931034483;218.82758620689654;36
4367BR;2018-07-01;2018-07-31;6828;649.34;30;21.64466666666667;227.6;36
4367BR;2018-08-01;2018-08-31;6976;659.23;30;21.974333333333334;232.53333333333333;36
4367BR;2018-09-01;2018-09-30;5618;540.45;29;18.636206896551727;193.72413793103448;36
4367BR;2018-10-01;2018-10-31;5713;547.88;30;18.262666666666668;190.43333333333334;36
4367BR;2018-11-01;2018-11-30;6560;636.32;29;21.942068965517244;226.20689655172413;36
4367BR;2018-12-01;2018-12-31;7951;795.1;30;26.503333333333334;265.03333333333336;36
4367BR;2019-01-01;2019-01-31;7653;896.17;30;29.872333333333334;255.1;36
4367BR;2019-02-01;2019-02-28;6801;803.2;27;29.74814814814815;251.88888888888889;36
4367BR;2019-03-01;2019-03-31;7850;920.02;30;30.667333333333332;261.6666666666667;36
4367BR;2019-04-01;2019-04-30;7911;928.75;29;32.025862068965516;272.7931034482759;36
4367BR;2019-05-01;2019-05-31;8060;939.8;30;31.326666666666664;268.6666666666667;36
4367BR;2019-06-01;2019-06-30;6765;853.74;29;29.439310344827586;233.27586206896552;36
4367BR;2019-07-01;2019-07-31;6850;854.2;30;28.473333333333336;228.33333333333334;36
4367BR;2019-08-01;2019-09-01;7454;878.83;31;28.34935483870968;240.4516129032258;36
4367BR;2019-09-02;2019-09-30;6168;722.89;28;25.8175;220.28571428571428;36
4367BR;2019-10-01;2019-10-31;6398;743.45;30;24.78166666666667;213.26666666666668;36
4367BR;2019-11-01;2019-11-30;6248;735.39;29;25.358275862068965;215.44827586206895;36
4367BR;2019-12-01;2019-12-31;5702;681.39;30;22.713;190.06666666666666;36
4367BR;2020-01-01;2020-01-31;6149;713.28;30;23.776;204.96666666666667;36
4367BR;2020-02-01;2020-02-29;5693;662.1;28;23.646428571428572;203.32142857142858;36
4367BR;2020-03-01;2020-03-31;6218;717.56;30;23.918666666666663;207.26666666666668;36
4367BR;2020-04-01;2020-04-30;5823;677.8;29;23.372413793103448;200.79310344827587;36
4367BR;2020-05-01;2020-05-31;6427;744.89;30;24.829666666666665;214.23333333333332;36
4367BR;2020-06-01;2020-06-30;6375;747.15;29;25.763793103448275;219.82758620689654;36
4367BR;2020-07-01;2020-07-31;7107;811.62;30;27.054;236.9;36
4367BR;2020-08-01;2020-08-31;6956;801.33;30;26.711000000000002;231.86666666666667;36
4367BR;2020-09-01;2020-09-30;6286;724.15;29;24.970689655172414;216.75862068965517;36
4367BR;2020-10-01;2020-10-31;5328;611.65;30;20.388333333333332;177.6;36
4367BR;2020-11-01;2020-11-30;0;0.0;29;0.0;0.0;36
4367BR;2020-11-01;2020-11-30;5020;579.31;29;19.976206896551723;173.10344827586206;36
0126BB;2018-01-01;2018-01-31;3922;502.38;30;16.746;130.73333333333332;35
0126BB;2018-02-01;2018-02-28;3715;476.12;27;17.634074074074075;137.59259259259258;35
0126BB;2018-03-01;2018-03-31;3874;496.39;30;16.546333333333333;129.13333333333333;35
0126BB;2018-04-01;2018-04-30;3281;422.54;29;14.570344827586208;113.13793103448276;35
0126BB;2018-05-01;2018-05-31;3392;436.64;30;14.554666666666666;113.06666666666666;35
0126BB;2018-06-01;2018-06-30;3346;431.01;29;14.862413793103448;115.37931034482759;35
0126BB;2018-07-01;2018-07-31;3600;463.67;30;15.455666666666668;120.0;35
0126BB;2018-08-01;2018-08-31;3665;471.56;30;15.718666666666667;122.16666666666667;35
0126BB;2018-09-01;2018-09-30;3670;474.54;29;16.36344827586207;126.55172413793103;35
0126BB;2018-10-01;2018-10-31;3824;493.66;30;16.455333333333336;127.46666666666667;35
0126BB;2018-11-01;2018-11-30;3287;426.11;29;14.69344827586207;113.34482758620689;35
0126BB;2018-12-01;2018-12-31;3271;424.21;30;14.140333333333333;109.03333333333333;35
0126BB;2019-01-01;2019-01-31;3268;404.46;30;13.482;108.93333333333334;35
0126BB;2019-02-01;2019-02-28;2971;368.88;27;13.662222222222223;110.03703703703704;35
0126BB;2019-03-01;2019-03-31;3298;408.12;30;13.604000000000001;109.93333333333334;35
0126BB;2019-04-01;2019-04-30;3224;399.22;29;13.766206896551726;111.17241379310344;35
0126BB;2019-05-01;2019-05-31;3284;406.06;30;13.535333333333334;109.46666666666667;35
0126BB;2019-06-01;2019-06-30;3211;398.18;29;13.730344827586206;110.72413793103448;35
0126BB;2019-07-01;2019-07-31;3578;441.35;30;14.711666666666668;119.26666666666667;35
0126BB;2019-08-01;2019-08-31;3575;441.06;30;14.702;119.16666666666667;35
0126BB;2019-09-01;2019-09-30;3550;438.52;29;15.121379310344826;122.41379310344827;35
0126BB;2019-10-01;2019-10-31;3674;452.49;30;15.083;122.46666666666667;35
0126BB;2019-11-01;2019-11-30;3559;439.05;29;15.139655172413793;122.72413793103448;35
0126BB;2019-12-01;2019-12-31;4031;495.44;30;16.514666666666667;134.36666666666667;35
0126BB;2020-01-01;2020-01-31;3960;577.54;30;19.25133333333333;132.0;35
0126BB;2020-02-01;2020-02-29;3666;535.89;28;19.138928571428572;130.92857142857142;35
0126BB;2020-03-01;2020-03-31;3779;552.33;30;18.411;125.96666666666667;35
0126BB;2020-04-01;2020-04-30;3232;471.13;29;16.24586206896552;111.44827586206897;35
0126BB;2020-05-01;2020-05-31;3376;494.18;30;16.472666666666665;112.53333333333333;35
0126BB;2020-06-01;2020-06-30;3245;475.57;29;16.39896551724138;111.89655172413794;35
0126BB;2020-07-01;2020-07-31;3355;491.46;30;16.381999999999998;111.83333333333333;35
0126BB;2020-08-01;2020-08-31;3370;493.64;30;16.454666666666665;112.33333333333333;35
0126BB;2020-09-01;2020-09-30;3384;488.92;29;16.859310344827588;116.6896551724138;35
0126BB;2020-10-01;2020-10-31;3668;520.77;30;17.358999999999998;122.26666666666667;35
0126BB;2020-11-01;2020-11-30;3556;490.9;29;16.92758620689655;122.62068965517241;35
4361BR;2018-01-01;2018-01-31;9539;1030.52;30;34.35066666666667;317.96666666666664;35
4361BR;2018-02-01;2018-02-28;8630;936.14;27;34.67185185185185;319.6296296296296;35
4361BR;2018-03-01;2018-03-31;9865;1063.25;30;35.44166666666667;328.8333333333333;35
4361BR;2018-04-01;2018-04-30;10354;1111.26;29;38.319310344827585;357.0344827586207;35
4361BR;2018-05-01;2018-05-31;11459;1223.27;30;40.775666666666666;381.96666666666664;35
4361BR;2018-06-01;2018-06-30;11402;1206.78;29;41.61310344827586;393.17241379310343;35
4361BR;2018-07-01;2018-07-31;13719;1498.43;30;49.94766666666667;457.3;35
4361BR;2018-08-01;2018-08-31;14798;1574.74;30;52.49133333333334;493.26666666666665;35
4361BR;2018-09-01;2018-09-30;13039;1399.11;29;48.2451724137931;449.62068965517244;35
4361BR;2018-10-01;2018-10-31;13192;1418.45;30;47.281666666666666;439.73333333333335;35
4361BR;2018-11-01;2018-11-30;12633;1362.4;29;46.97931034482759;435.62068965517244;35
4361BR;2018-12-01;2018-12-31;12745;1378.37;30;45.94566666666666;424.8333333333333;35
4361BR;2019-01-01;2019-01-31;12691;1339.22;30;44.64066666666667;423.03333333333336;35
4361BR;2019-02-01;2019-02-28;13209;1387.27;27;51.38037037037037;489.22222222222223;35
4361BR;2019-03-01;2019-03-31;15235;1592.91;30;53.097;507.8333333333333;35
4361BR;2019-04-01;2019-04-30;15145;1579.29;29;54.458275862068966;522.2413793103449;35
4361BR;2019-05-01;2019-05-31;15706;1635.57;30;54.519;523.5333333333333;35
4361BR;2019-06-01;2019-06-30;16226;1709.26;29;58.94;559.5172413793103;35
4361BR;2019-07-01;2019-07-31;16589;1981.52;30;66.05066666666667;552.9666666666667;35
4361BR;2019-08-01;2019-08-31;16856;1931.66;30;64.38866666666667;561.8666666666667;35
4361BR;2019-09-01;2019-09-30;14969;1652.61;29;56.986551724137925;516.1724137931035;35
4361BR;2019-10-01;2019-10-31;15502;1611.2;30;53.70666666666667;516.7333333333333;35
4361BR;2019-11-01;2019-11-30;14175;1475.4;29;50.87586206896552;488.7931034482759;35
4361BR;2019-12-01;2019-12-31;14049;1466.67;30;48.889;468.3;35
4361BR;2020-01-01;2020-01-31;13771;1722.72;30;57.424;459.03333333333336;35
4361BR;2020-02-01;2020-02-29;13427;1676.12;28;59.86142857142857;479.5357142857143;35
4361BR;2020-03-01;2020-03-31;14432;1789.87;30;59.66233333333333;481.06666666666666;35
4361BR;2020-04-01;2020-04-30;14225;1763.65;29;60.81551724137931;490.51724137931035;35
4361BR;2020-05-01;2020-05-31;14550;1805.33;30;60.17766666666667;485.0;35
4361BR;2020-06-01;2020-06-30;14490;1797.35;29;61.97758620689655;499.6551724137931;35
4361BR;2020-07-01;2020-07-31;15387;1956.86;30;65.22866666666667;512.9;35
4361BR;2020-08-01;2020-08-31;15583;2173.24;30;72.44133333333333;519.4333333333333;35
4361BR;2020-09-01;2020-09-30;11877;1482.43;29;51.11827586206897;409.55172413793105;35
4361BR;2020-10-01;2020-10-31;11956;1493.68;30;49.78933333333334;398.53333333333336;35
4361BR;2020-11-01;2020-11-30;11407;1427.0;29;49.206896551724135;393.3448275862069;35
4365BR;2018-01-01;2018-01-31;7154;812.69;30;27.08966666666667;238.46666666666667;35
4365BR;2018-02-01;2018-02-28;6847;777.9;27;28.81111111111111;253.59259259259258;35
4365BR;2018-03-01;2018-03-31;8550;970.89;30;32.363;285.0;35
4365BR;2018-04-01;2018-04-30;9098;1032.99;29;35.62034482758621;313.7241379310345;35
4365BR;2018-05-01;2018-05-31;9768;1108.91;30;36.96366666666667;325.6;35
4365BR;2018-06-01;2018-06-30;10447;1185.85;29;40.891379310344824;360.2413793103448;35
4365BR;2018-07-01;2018-07-31;10633;1206.93;30;40.231;354.43333333333334;35
4365BR;2018-08-01;2018-08-31;10733;1218.26;30;40.608666666666664;357.76666666666665;35
4365BR;2018-09-01;2018-09-30;9732;1104.83;29;38.09758620689655;335.58620689655174;35
4365BR;2018-10-01;2018-10-31;10040;1139.73;30;37.991;334.6666666666667;35
4365BR;2018-11-01;2018-11-30;9952;1129.76;29;38.95724137931035;343.17241379310343;35
4365BR;2018-12-01;2018-12-31;9100;1033.21;30;34.440333333333335;303.3333333333333;35
4365BR;2019-01-01;2019-01-31;9669;1305.57;30;43.519;322.3;35
4365BR;2019-02-01;2019-02-28;8789;1186.93;27;43.96037037037037;325.51851851851853;35
4365BR;2019-03-01;2019-03-31;9273;1252.19;30;41.73966666666667;309.1;35
4365BR;2019-04-01;2019-04-30;9064;1224.01;29;42.20724137931035;312.55172413793105;35
4365BR;2019-05-01;2019-05-31;9857;1330.92;30;44.364000000000004;328.56666666666666;35
4365BR;2019-06-01;2019-06-30;7350;992.93;29;34.238965517241375;253.44827586206895;35
4365BR;2019-07-01;2019-07-31;7749;1046.72;30;34.89066666666667;258.3;35
4365BR;2019-08-01;2019-08-31;8079;1091.21;30;36.373666666666665;269.3;35
4365BR;2019-09-01;2019-09-30;6700;905.29;29;31.216896551724137;231.0344827586207;35
4365BR;2019-10-01;2019-10-31;8170;1103.48;30;36.782666666666664;272.3333333333333;35
4365BR;2019-11-01;2019-11-30;6406;865.66;29;29.850344827586206;220.89655172413794;35
4365BR;2019-12-01;2019-12-31;6873;928.62;30;30.954;229.1;35
4365BR;2020-01-01;2020-01-31;7052;924.54;30;30.817999999999998;235.06666666666666;35
4365BR;2020-02-01;2020-02-29;6281;823.68;28;29.417142857142856;224.32142857142858;35
4365BR;2020-03-01;2020-03-31;8918;1168.65;30;38.955000000000005;297.26666666666665;35
4365BR;2020-04-01;2020-04-30;7417;972.29;29;33.52724137931035;255.75862068965517;35
4365BR;2020-05-01;2020-05-31;6066;795.55;30;26.51833333333333;202.2;35
4365BR;2020-06-01;2020-06-30;5724;750.81;29;25.889999999999997;197.3793103448276;35
4365BR;2020-07-01;2020-07-31;8257;1082.18;30;36.07266666666667;275.23333333333335;35
4365BR;2020-08-01;2020-08-31;7448;976.35;30;32.545;248.26666666666668;35
4365BR;2020-09-01;2020-09-30;6745;875.48;29;30.188965517241378;232.58620689655172;35
4365BR;2020-10-01;2020-10-31;7423;963.28;30;32.10933333333333;247.43333333333334;35
4365BR;2020-11-01;2020-11-30;6432;834.94;29;28.791034482758622;221.79310344827587;35
4366BR;2018-01-01;2018-01-31;7801;860.89;30;28.69633333333333;260.03333333333336;35
4366BR;2018-02-01;2018-02-28;6907;765.88;27;28.365925925925925;255.8148148148148;35
4366BR;2018-03-01;2018-03-31;8074;889.42;30;29.647333333333332;269.1333333333333;35
4366BR;2018-04-01;2018-04-30;8132;893.32;29;30.804137931034486;280.41379310344826;35
4366BR;2018-05-01;2018-05-31;8619;944.47;30;31.482333333333333;287.3;35
4366BR;2018-06-01;2018-06-30;8717;1036.57;29;35.743793103448276;300.58620689655174;35
4366BR;2018-07-01;2018-07-31;8875;970.88;30;32.36266666666667;295.8333333333333;35
4366BR;2018-08-01;2018-08-31;9649;1050.33;30;35.010999999999996;321.6333333333333;35
4366BR;2018-09-01;2018-09-30;9023;992.92;29;34.23862068965517;311.13793103448273;35
4366BR;2018-10-01;2018-10-31;9149;1007.84;30;33.59466666666667;304.96666666666664;35
4366BR;2018-11-01;2018-11-30;8860;976.8;29;33.682758620689654;305.51724137931035;35
4366BR;2018-12-01;2018-12-31;9126;1005.75;30;33.525;304.2;35
4366BR;2019-01-01;2019-01-31;9138;983.02;30;32.76733333333333;304.6;35
4366BR;2019-02-01;2019-02-28;8318;896.53;27;33.20481481481482;308.0740740740741;35
4366BR;2019-03-01;2019-03-31;9272;996.37;30;33.21233333333333;309.06666666666666;35
4366BR;2019-04-01;2019-04-30;9035;971.15;29;33.487931034482756;311.55172413793105;35
4366BR;2019-05-01;2019-05-31;9333;1002.39;30;33.413;311.1;35
4366BR;2019-06-01;2019-06-30;9977;1064.61;29;36.71068965517241;344.0344827586207;35
4366BR;2019-07-01;2019-07-31;10483;1116.79;30;37.22633333333333;349.43333333333334;35
4366BR;2019-08-01;2019-08-31;9806;1204.66;30;40.15533333333334;326.8666666666667;35
4366BR;2019-09-01;2019-09-30;8966;963.84;29;33.23586206896552;309.17241379310343;35
4366BR;2019-10-01;2019-10-31;9262;994.98;30;33.166000000000004;308.73333333333335;35
4366BR;2019-11-01;2019-11-30;8918;958.86;29;33.06413793103448;307.51724137931035;35
4366BR;2019-12-01;2019-12-31;9092;978.05;30;32.60166666666667;303.06666666666666;35
4366BR;2020-01-01;2020-01-31;8987;1151.83;30;38.39433333333333;299.56666666666666;35
4366BR;2020-02-01;2020-02-29;8598;1101.74;28;39.347857142857144;307.07142857142856;35
4366BR;2020-03-01;2020-03-31;9233;1175.47;30;39.18233333333333;307.76666666666665;35
4366BR;2020-04-01;2020-04-30;8886;1132.08;29;39.037241379310345;306.41379310344826;35
4366BR;2020-05-01;2020-05-31;9255;1177.9;30;39.263333333333335;308.5;35
4366BR;2020-06-01;2020-06-30;9134;1161.81;29;40.062413793103445;314.9655172413793;35
4366BR;2020-07-01;2020-07-31;9510;1207.95;30;40.265;317.0;35
4366BR;2020-08-01;2020-08-31;9689;1245.63;30;41.521;322.96666666666664;35
4366BR;2020-09-01;2020-09-30;9113;1159.16;29;39.971034482758625;314.2413793103448;35
4366BR;2020-10-01;2020-10-31;10293;1304.37;30;43.479;343.1;35
4366BR;2020-11-01;2020-11-30;10365;1312.27;29;45.250689655172415;357.41379310344826;35
4380BB;2018-01-01;2018-01-31;9093;992.09;30;33.06966666666667;303.1;34
4380BB;2018-02-01;2018-02-28;7829;866.53;27;32.0937037037037;289.962962962963;34
4380BB;2018-03-01;2018-03-31;8017;885.31;30;29.51033333333333;267.23333333333335;34
4380BB;2018-04-01;2018-04-30;9673;1109.93;29;38.27344827586207;333.55172413793105;34
4380BB;2018-05-01;2018-05-31;8487;969.43;30;32.31433333333333;282.9;34
4380BB;2018-06-01;2018-06-30;8584;1002.8;29;34.57931034482758;296.0;34
4380BB;2018-07-01;2018-07-31;9844;1143.75;30;38.125;328.1333333333333;34
4380BB;2018-08-01;2018-08-31;11005;1247.31;30;41.577;366.8333333333333;34
4380BB;2018-09-01;2018-09-30;11497;1359.14;29;46.86689655172414;396.44827586206895;34
4380BB;2018-10-01;2018-10-31;10876;1257.5;30;41.916666666666664;362.53333333333336;34
4380BB;2018-11-01;2018-11-30;10832;1236.59;29;42.64103448275862;373.51724137931035;34
4380BB;2018-12-01;2018-12-31;10981;1246.33;30;41.544333333333334;366.03333333333336;34
4380BB;2019-01-01;2019-01-31;11086;1498.83;30;49.961;369.53333333333336;34
4380BB;2019-02-01;2019-02-28;10332;1419.62;27;52.578518518518514;382.6666666666667;34
4380BB;2019-03-01;2019-03-31;11833;1623.49;30;54.11633333333334;394.43333333333334;34
4380BB;2019-04-01;2019-04-30;11110;1555.4;29;53.63448275862069;383.1034482758621;34
4380BB;2019-05-01;2019-05-31;11805;1641.72;30;54.724000000000004;393.5;34
4380BB;2019-06-01;2019-06-30;11923;1660.87;29;57.27137931034483;411.13793103448273;34
4380BB;2019-07-01;2019-07-31;13757;1930.11;30;64.337;458.56666666666666;34
4380BB;2019-08-01;2019-08-31;12712;1782.22;30;59.407333333333334;423.73333333333335;34
4380BB;2019-09-01;2019-09-30;12229;1721.84;29;59.37379310344827;421.6896551724138;34
4380BB;2019-10-01;2019-10-31;11919;1609.78;30;53.65933333333333;397.3;34
4380BB;2019-11-01;2019-11-30;11340;1524.1;29;52.5551724137931;391.0344827586207;34
4380BB;2019-12-01;2019-12-31;10544;1717.62;30;57.254;351.46666666666664;34
4380BB;2020-01-01;2020-01-31;10069;1246.54;30;41.55133333333333;335.6333333333333;34
4380BB;2020-02-01;2020-02-29;8546;1053.72;28;37.63285714285714;305.2142857142857;34
4380BB;2020-03-01;2020-03-31;9363;1305.2;30;43.50666666666667;312.1;34
4380BB;2020-04-01;2020-04-30;10465;1706.84;29;58.85655172413793;360.86206896551727;34
4380BB;2020-05-01;2020-05-31;8220;1049.69;30;34.98966666666667;274.0;34
4380BB;2020-06-01;2020-06-30;9620;1232.32;29;42.493793103448276;331.7241379310345;34
4380BB;2020-07-01;2020-07-31;12056;1529.91;30;50.997;401.8666666666667;34
4380BB;2020-08-01;2020-08-31;10291;1307.99;30;43.599666666666664;343.03333333333336;34
4380BB;2020-09-01;2020-09-30;8968;1152.39;29;39.73758620689655;309.2413793103448;34
4380BB;2020-10-01;2020-10-31;8969;1112.16;30;37.072;298.96666666666664;34
4351BR;2018-01-01;2018-01-31;18257;1952.68;30;65.08933333333333;608.5666666666667;35
4351BR;2018-02-01;2018-02-28;16522;1770.31;27;65.56703703703704;611.925925925926;35
4351BR;2018-03-01;2018-03-31;18230;1949.47;30;64.98233333333333;607.6666666666666;35
4351BR;2018-04-01;2018-04-30;14369;1541.28;29;53.14758620689655;495.48275862068965;35
4351BR;2018-05-01;2018-05-31;14962;1599.22;30;53.30733333333333;498.73333333333335;35
4351BR;2018-06-01;2018-06-30;14938;1594.99;29;54.999655172413796;515.1034482758621;35
4351BR;2018-07-01;2018-07-31;15327;1636.27;30;54.54233333333333;510.9;35
4351BR;2018-08-01;2018-08-31;15729;1676.66;30;55.88866666666667;524.3;35
4351BR;2018-09-01;2018-09-30;14584;1572.5;29;54.224137931034484;502.8965517241379;35
4351BR;2018-10-01;2018-10-31;14697;1590.42;30;53.014;489.9;35
4351BR;2018-11-01;2018-11-30;13613;1477.7;29;50.95517241379311;469.41379310344826;35
4351BR;2018-12-01;2018-12-31;14075;1527.06;30;50.902;469.1666666666667;35
4351BR;2019-01-01;2019-01-31;14604;1545.28;30;51.50933333333333;486.8;35
4351BR;2019-02-01;2019-02-28;13042;1384.99;27;51.29592592592593;483.037037037037;35
4351BR;2019-03-01;2019-03-31;15087;1592.82;30;53.094;502.9;35
4351BR;2019-04-01;2019-04-30;14480;1530.22;29;52.76620689655172;499.3103448275862;35
4351BR;2019-05-01;2019-05-31;14773;1559.3;30;51.97666666666667;492.43333333333334;35
4351BR;2019-06-01;2019-06-30;15469;1617.77;29;55.785172413793106;533.4137931034483;35
4351BR;2019-07-01;2019-07-31;15526;1627.54;30;54.251333333333335;517.5333333333333;35
4351BR;2019-08-01;2019-08-31;15678;1645.36;30;54.84533333333333;522.6;35
4351BR;2019-09-01;2019-09-30;14607;1540.43;29;53.11827586206897;503.6896551724138;35
4351BR;2019-10-01;2019-10-31;14731;1554.7;30;51.82333333333334;491.03333333333336;35
4351BR;2019-11-01;2019-11-30;14078;1489.48;29;51.36137931034483;485.44827586206895;35
4351BR;2019-12-01;2019-12-31;14810;1566.57;30;52.219;493.6666666666667;35
4351BR;2020-01-01;2020-01-31;14828;1871.93;30;62.397666666666666;494.26666666666665;35
4351BR;2020-02-01;2020-02-29;13915;1758.41;28;62.800357142857145;496.9642857142857;35
4351BR;2020-03-01;2020-03-31;14880;1867.82;30;62.260666666666665;496.0;35
4351BR;2020-04-01;2020-04-30;14484;1817.37;29;62.667931034482756;499.44827586206895;35
4351BR;2020-05-01;2020-05-31;14334;1798.86;30;59.961999999999996;477.8;35
4351BR;2020-06-01;2020-06-30;13272;1664.79;29;57.40655172413793;457.6551724137931;35
4351BR;2020-07-01;2020-07-31;14201;1775.94;30;59.198;473.3666666666667;35
4351BR;2020-08-01;2020-08-31;15029;1873.3;30;62.443333333333335;500.96666666666664;35
4351BR;2020-09-01;2020-09-30;14507;1812.5;29;62.5;500.2413793103448;35
4351BR;2020-10-01;2020-10-31;14598;1831.8;30;61.059999999999995;486.6;35
4351BR;2020-11-01;2020-11-30;14500;1818.14;29;62.694482758620694;500.0;35
4376BB;2018-01-01;2018-12-31;6891;1121.97;364;3.082335164835165;18.931318681318682;24
4376BB;2019-01-01;2019-01-31;1336;185.23;30;6.174333333333333;44.53333333333333;24
4376BB;2019-02-01;2019-02-28;1212;161.38;27;5.977037037037037;44.888888888888886;24
4376BB;2019-03-01;2019-03-31;1363;179.59;30;5.9863333333333335;45.43333333333333;24
4376BB;2019-04-01;2019-04-30;1350;178.28;29;6.147586206896552;46.55172413793103;24
4376BB;2019-05-01;2019-05-31;643;93.64;30;3.1213333333333333;21.433333333333334;24
4376BB;2019-06-01;2019-06-30;536;81.34;29;2.8048275862068968;18.482758620689655;24
4376BB;2019-07-01;2019-07-31;736;105.16;30;3.505333333333333;24.533333333333335;24
4376BB;2019-08-01;2019-08-31;1489;195.13;30;6.504333333333333;49.63333333333333;24
4376BB;2019-09-01;2019-09-30;1378;181.52;29;6.259310344827586;47.51724137931034;24
4376BB;2019-10-01;2019-10-31;1383;182.09;30;6.0696666666666665;46.1;24
4376BB;2019-11-01;2019-11-30;1307;172.85;29;5.960344827586207;45.06896551724138;24
4376BB;2019-12-01;2019-12-31;695;99.61;30;3.320333333333333;23.166666666666668;24
4376BB;2020-01-01;2020-01-31;1319;199.39;30;6.646333333333333;43.96666666666667;24
4376BB;2020-02-01;2020-02-29;1293;195.54;28;6.9835714285714285;46.17857142857143;24
4376BB;2020-03-01;2020-03-31;811;129.0;30;4.3;27.033333333333335;24
4376BB;2020-04-01;2020-04-30;459;80.59;29;2.7789655172413794;15.827586206896552;24
4376BB;2020-05-01;2020-05-31;484;84.12;30;2.8040000000000003;16.133333333333333;24
4376BB;2020-06-01;2020-06-30;492;85.27;29;2.9403448275862067;16.96551724137931;24
