SITE_NAME;BEGIN;END;KWH_PERIOD;PERIOD_EUR;period;daily_consumption_EUR;daily_consumption_KWH;bills
0148BR;2018-03-01;2018-03-31;3725;410.29;30;13.676333333333334;124.16666666666667;35
0148BR;2018-04-01;2018-04-30;3804;418.73;29;14.43896551724138;131.17241379310346;35
0148BR;2018-05-01;2018-05-31;4086;448.71;30;14.956999999999999;136.2;35
0148BR;2018-06-01;2018-06-30;4010;440.3;29;15.182758620689656;138.27586206896552;35
0148BR;2018-07-01;2018-07-31;4296;470.32;30;15.677333333333333;143.2;35
0148BR;2018-08-01;2018-08-31;4488;490.0;30;16.333333333333332;149.6;35
0148BR;2018-09-01;2018-09-30;4174;460.59;29;15.882413793103447;143.93103448275863;35
0148BR;2018-10-01;2018-10-31;4412;485.95;30;16.198333333333334;147.06666666666666;35
0148BR;2018-11-01;2018-11-30;4087;451.39;29;15.565172413793103;140.93103448275863;35
0148BR;2018-12-01;2018-12-31;4104;452.79;30;15.093;136.8;35
0148BR;2019-01-01;2019-01-31;4103;441.85;30;14.728333333333333;136.76666666666668;35
0148BR;2019-02-01;2019-02-28;3765;406.44;27;15.053333333333333;139.44444444444446;35
0148BR;2019-03-01;2019-03-31;4270;459.45;30;15.315;142.33333333333334;35
0148BR;2019-04-01;2019-04-30;4241;455.89;29;15.720344827586207;146.24137931034483;35
0148BR;2019-05-01;2019-05-31;4164;447.98;30;14.932666666666668;138.8;35
0148BR;2019-06-01;2019-06-30;4296;460.82;29;15.890344827586206;148.13793103448276;35
0148BR;2019-07-01;2019-07-31;4344;466.04;30;15.534666666666668;144.8;35
0148BR;2019-08-01;2019-08-31;4342;465.81;30;15.527;144.73333333333332;35
0148BR;2019-09-01;2019-09-30;4129;444.79;29;15.337586206896553;142.3793103448276;35
0148BR;2019-10-01;2019-10-31;4419;475.16;30;15.838666666666667;147.3;35
0148BR;2019-11-01;2019-11-30;4302;462.91;29;15.96241379310345;148.3448275862069;35
0148BR;2019-12-01;2019-12-31;5063;541.22;30;18.040666666666667;168.76666666666668;35
0148BR;2020-01-01;2020-01-31;5089;647.92;30;21.59733333333333;169.63333333333333;35
0148BR;2020-02-01;2020-02-29;4769;608.15;28;21.719642857142855;170.32142857142858;35
0148BR;2020-03-01;2020-03-31;5107;647.18;30;21.572666666666667;170.23333333333332;35
0148BR;2020-04-01;2020-04-30;4418;562.55;29;19.398275862068964;152.3448275862069;35
0148BR;2020-05-01;2020-05-31;4581;582.84;30;19.428;152.7;35
0148BR;2020-06-01;2020-06-30;4897;621.12;29;21.41793103448276;168.86206896551724;35
0148BR;2020-07-01;2020-07-31;5235;682.83;30;22.761000000000003;174.5;35
0148BR;2020-08-01;2020-08-31;5233;662.28;30;22.076;174.43333333333334;35
0148BR;2020-09-01;2020-09-30;4819;611.13;29;21.07344827586207;166.17241379310346;35
0148BR;2020-10-01;2020-10-31;4454;557.13;30;18.571;148.46666666666667;35
0148BR;2020-11-01;2020-11-30;3937;491.01;29;16.931379310344827;135.75862068965517;35
0149BB;2018-01-02;2018-04-03;2186;399.21;91;4.386923076923076;24.021978021978022;13
0149BB;2018-04-01;2018-06-30;2642;509.91;90;5.665666666666667;29.355555555555554;13
0149BB;2018-07-01;2018-09-30;2778;656.08;91;7.20967032967033;30.52747252747253;13
0149BB;2018-10-01;2018-12-03;1736;292.01;63;4.635079365079365;27.555555555555557;13
0149BB;2018-12-04;2019-01-07;1013;154.99;34;4.558529411764706;29.794117647058822;13
0149BB;2019-01-08;2019-03-31;2432;447.39;82;5.455975609756098;29.658536585365855;13
0149BB;2019-04-01;2019-06-30;2773;648.74;90;7.208222222222222;30.81111111111111;13
0149BB;2019-07-01;2019-09-30;3139;826.18;91;9.078901098901099;34.494505494505496;13
0149BB;2019-10-01;2019-11-30;1740;341.04;60;5.684;29.0;13
0149BB;2019-12-01;2019-12-31;993;175.07;30;5.835666666666667;33.1;13
0149BB;2020-01-01;2020-03-31;2318;360.68;90;4.007555555555555;25.755555555555556;13
0149BB;2020-04-01;2020-06-30;2669;497.07;90;5.523;29.655555555555555;13
0149BB;2020-07-01;2020-09-30;2879;592.87;91;6.5150549450549455;31.63736263736264;13
0149BR;2018-01-01;2018-01-31;2916;370.33;30;12.344333333333333;97.2;36
0149BR;2018-02-01;2018-02-28;2586;336.18;27;12.45111111111111;95.77777777777777;36
0149BR;2018-03-01;2018-03-31;2888;375.44;30;12.514666666666667;96.26666666666667;36
0149BR;2018-04-01;2018-04-30;2895;422.67;29;14.574827586206897;99.82758620689656;36
0149BR;2018-05-01;2018-05-31;3139;477.13;30;15.904333333333334;104.63333333333334;36
0149BR;2018-06-01;2018-06-30;3216;498.48;29;17.188965517241378;110.89655172413794;36
0149BR;2018-07-01;2018-07-31;3148;469.05;30;15.635;104.93333333333334;36
0149BR;2018-08-01;2018-08-31;3437;532.74;30;17.758;114.56666666666666;36
0149BR;2018-09-01;2018-09-30;2817;439.45;29;15.153448275862068;97.13793103448276;36
0149BR;2018-10-01;2018-10-31;2960;405.52;30;13.517333333333333;98.66666666666667;36
0149BR;2018-11-01;2018-11-30;2888;398.54;29;13.742758620689656;99.58620689655173;36
0149BR;2018-12-01;2018-12-31;2915;378.95;30;12.631666666666666;97.16666666666667;36
0149BR;2019-01-01;2019-01-31;3009;421.26;30;14.042;100.3;36
0149BR;2019-01-01;2019-12-31;2790;398.97;364;1.0960714285714286;7.664835164835165;36
0149BR;2019-02-01;2019-02-28;2648;391.9;27;14.514814814814814;98.07407407407408;36
0149BR;2019-03-01;2019-03-31;2930;445.36;30;14.845333333333334;97.66666666666667;36
0149BR;2019-04-01;2019-04-30;2957;481.99;29;16.62034482758621;101.96551724137932;36
0149BR;2019-05-01;2019-05-31;2806;451.77;30;15.059;93.53333333333333;36
0149BR;2019-06-01;2019-06-30;3185;557.38;29;19.22;109.82758620689656;36
0149BR;2019-07-01;2019-07-31;3208;526.11;30;17.537;106.93333333333334;36
0149BR;2019-08-01;2019-08-31;3340;571.14;30;19.038;111.33333333333333;36
0149BR;2019-09-01;2019-09-30;2852;496.25;29;17.112068965517242;98.34482758620689;36
0149BR;2019-10-01;2019-10-31;2925;444.6;30;14.82;97.5;36
0149BR;2019-11-01;2019-11-30;3025;450.73;29;15.54241379310345;104.3103448275862;36
0149BR;2019-12-01;2019-12-31;2790;398.97;30;13.299000000000001;93.0;36
0149BR;2020-01-01;2020-01-31;2945;374.02;30;12.467333333333332;98.16666666666667;36
0149BR;2020-02-01;2020-02-29;2919;379.47;28;13.5525;104.25;36
0149BR;2020-03-01;2020-03-31;2801;366.93;30;12.231;93.36666666666666;36
0149BR;2020-04-01;2020-04-30;3060;419.22;29;14.455862068965518;105.51724137931035;36
0149BR;2020-05-01;2020-05-31;3356;476.55;30;15.885;111.86666666666666;36
0149BR;2020-06-01;2020-06-30;3328;485.89;29;16.754827586206897;114.75862068965517;36
0149BR;2020-07-01;2020-07-31;3720;535.68;30;17.855999999999998;124.0;36
0149BR;2020-08-01;2020-08-31;3792;544.15;30;18.138333333333332;126.4;36
0149BR;2020-09-01;2020-09-30;3566;515.64;29;17.780689655172413;122.96551724137932;36
0149BR;2020-10-01;2020-10-31;3835;502.39;30;16.746333333333332;127.83333333333333;36
0149BR;2020-11-01;2020-11-30;3243;392.4;29;13.53103448275862;111.82758620689656;36
0150BB;2018-01-01;2018-03-31;6906;752.75;89;8.457865168539326;77.59550561797752;11
0150BB;2018-04-01;2018-06-30;7017;926.24;90;10.291555555555556;77.96666666666667;11
0150BB;2018-07-01;2018-09-30;7258;899.99;91;9.89;79.75824175824175;11
0150BB;2018-10-01;2018-12-31;7050;803.7;91;8.831868131868132;77.47252747252747;11
0150BB;2019-01-01;2019-03-31;7007;952.95;89;10.707303370786518;78.73033707865169;11
0150BB;2019-04-01;2019-06-30;7067;1031.78;90;11.464222222222222;78.52222222222223;11
0150BB;2019-07-01;2019-09-30;7172;1111.66;91;12.216043956043958;78.81318681318682;11
0150BB;2019-10-01;2019-12-31;7555;1004.82;91;11.041978021978023;83.02197802197803;11
0150BB;2020-01-01;2020-03-31;6397;780.43;90;8.671444444444443;71.07777777777778;11
0150BB;2020-04-01;2020-06-30;6757;945.98;90;10.51088888888889;75.07777777777778;11
0150BB;2020-07-01;2020-09-30;6184;890.5;91;9.785714285714286;67.95604395604396;11
0150BR;2018-01-01;2018-12-31;25748;3008.74;364;8.26576923076923;70.73626373626374;4
0150BR;2019-01-01;2019-06-26;12201;1405.24;176;7.984318181818182;69.32386363636364;4
0150BR;2019-06-27;2019-12-31;13610;1556.65;187;8.324331550802139;72.7807486631016;4
0150BR;2020-01-01;2020-10-25;19831;2684.8;298;9.009395973154364;66.54697986577182;4
0150KO;2018-01-01;2018-01-31;1603;238.05;30;7.9350000000000005;53.43333333333333;35
0150KO;2018-02-01;2018-02-28;1561;232.09;27;8.595925925925926;57.81481481481482;35
0150KO;2018-03-01;2018-03-31;1596;237.49;30;7.916333333333333;53.2;35
0150KO;2018-04-01;2018-04-30;1381;216.29;29;7.458275862068965;47.62068965517241;35
0150KO;2018-05-01;2018-05-31;1457;222.75;30;7.425;48.56666666666667;35
0150KO;2018-06-01;2018-06-30;1446;220.05;29;7.587931034482759;49.86206896551724;35
0150KO;2018-07-01;2018-07-31;1563;229.31;30;7.643666666666666;52.1;35
0150KO;2018-08-01;2018-08-31;1597;231.55;30;7.718333333333334;53.233333333333334;35
0150KO;2018-09-01;2018-09-30;1420;219.96;29;7.584827586206897;48.96551724137931;35
0150KO;2018-10-01;2018-10-31;1441;223.86;30;7.462000000000001;48.03333333333333;35
0150KO;2018-11-01;2018-11-30;1472;226.09;29;7.796206896551724;50.758620689655174;35
0150KO;2018-12-01;2018-12-31;1690;247.89;30;8.263;56.333333333333336;35
0150KO;2019-01-01;2019-01-31;1788;280.28;30;9.342666666666666;59.6;35
0150KO;2019-02-01;2019-02-28;1440;240.64;27;8.912592592592592;53.333333333333336;35
0150KO;2019-03-01;2019-03-31;1463;245.06;30;8.168666666666667;48.766666666666666;35
0150KO;2019-04-01;2019-04-30;1384;235.86;29;8.133103448275863;47.724137931034484;35
0150KO;2019-05-01;2019-05-31;1431;241.61;30;8.053666666666667;47.7;35
0150KO;2019-06-01;2019-06-30;1524;245.34;29;8.46;52.55172413793103;35
0150KO;2019-07-01;2019-07-31;1517;247.52;30;8.250666666666667;50.56666666666667;35
0150KO;2019-08-01;2019-08-31;1558;250.04;30;8.334666666666667;51.93333333333333;35
0150KO;2019-09-01;2019-09-30;1398;236.78;29;8.164827586206897;48.206896551724135;35
0150KO;2019-10-01;2019-10-31;1490;242.43;30;8.081;49.666666666666664;35
0150KO;2019-11-01;2019-11-30;1516;229.79;29;7.923793103448276;52.275862068965516;35
0150KO;2019-12-01;2019-12-31;1580;236.65;30;7.888333333333334;52.666666666666664;35
0150KO;2020-01-01;2020-01-31;1562;231.84;30;7.728;52.06666666666667;35
0150KO;2020-02-01;2020-02-29;1464;221.66;28;7.916428571428571;52.285714285714285;35
0150KO;2020-03-01;2020-03-31;1540;229.57;30;7.652333333333333;51.333333333333336;35
0150KO;2020-04-01;2020-04-30;1529;228.38;29;7.875172413793103;52.724137931034484;35
0150KO;2020-05-01;2020-05-31;1588;234.55;30;7.818333333333333;52.93333333333333;35
0150KO;2020-06-01;2020-06-30;1548;230.3;29;7.941379310344828;53.37931034482759;35
0150KO;2020-07-01;2020-07-31;1618;237.69;30;7.923;53.93333333333333;35
0150KO;2020-08-01;2020-08-31;1620;237.91;30;7.9303333333333335;54.0;35
0150KO;2020-09-01;2020-09-30;1533;228.81;29;7.89;52.86206896551724;35
0150KO;2020-10-01;2020-10-31;1568;232.49;30;7.749666666666667;52.266666666666666;35
0150KO;2020-11-01;2020-11-30;1503;156.48;29;5.395862068965517;51.827586206896555;35
0151BB;2018-01-01;2018-01-31;1135;159.44;30;5.314666666666667;37.833333333333336;35
0151BB;2018-02-01;2018-02-28;1047;148.33;27;5.493703703703704;38.77777777777778;35
0151BB;2018-03-01;2018-03-31;1146;161.01;30;5.367;38.2;35
0151BB;2018-04-01;2018-04-30;1093;143.85;29;4.960344827586207;37.689655172413794;35
0151BB;2018-05-01;2018-05-31;1194;156.83;30;5.227666666666667;39.8;35
0151BB;2018-06-01;2018-06-30;1163;152.86;29;5.271034482758621;40.10344827586207;35
0151BB;2018-07-01;2018-07-31;1241;162.85;30;5.428333333333333;41.36666666666667;35
0151BB;2018-08-01;2018-08-31;1262;165.25;30;5.508333333333334;42.06666666666667;35
0151BB;2018-09-01;2018-09-30;1144;151.43;29;5.221724137931035;39.44827586206897;35
0151BB;2018-10-01;2018-10-31;1139;150.54;30;5.018;37.96666666666667;35
0151BB;2018-11-01;2018-11-30;1097;145.1;29;5.003448275862069;37.827586206896555;35
0151BB;2018-12-01;2018-12-31;1176;154.78;30;5.1593333333333335;39.2;35
0151BB;2019-01-01;2019-01-31;1182;148.49;30;4.949666666666667;39.4;35
0151BB;2019-02-01;2019-02-28;1037;131.34;27;4.864444444444445;38.407407407407405;35
0151BB;2019-03-01;2019-03-31;1131;143.0;30;4.766666666666667;37.7;35
0151BB;2019-04-01;2019-04-30;1083;137.19;29;4.730689655172414;37.3448275862069;35
0151BB;2019-05-01;2019-05-31;1124;142.14;30;4.7379999999999995;37.46666666666667;35
0151BB;2019-06-01;2019-06-30;1201;151.8;29;5.23448275862069;41.41379310344828;35
0151BB;2019-07-01;2019-07-31;1229;155.03;30;5.167666666666666;40.96666666666667;35
0151BB;2019-08-01;2019-08-31;1247;157.05;30;5.235;41.56666666666667;35
0151BB;2019-09-01;2019-09-30;1097;138.98;29;4.792413793103448;37.827586206896555;35
0151BB;2019-10-01;2019-10-31;1632;202.9;30;6.763333333333334;54.4;35
0151BB;2019-11-01;2019-11-30;1753;217.19;29;7.489310344827586;60.44827586206897;35
0151BB;2019-12-01;2019-12-31;1839;227.32;30;7.577333333333333;61.3;35
0151BB;2020-01-01;2020-01-31;1856;263.8;30;8.793333333333333;61.86666666666667;35
0151BB;2020-02-01;2020-02-29;1706;243.23;28;8.686785714285714;60.92857142857143;35
0151BB;2020-03-01;2020-03-31;1822;259.43;30;8.647666666666668;60.733333333333334;35
0151BB;2020-04-01;2020-04-30;1757;249.74;29;8.611724137931034;60.58620689655172;35
0151BB;2020-05-01;2020-05-31;1903;269.95;30;8.998333333333333;63.43333333333333;35
0151BB;2020-06-01;2020-06-30;1993;282.62;29;9.74551724137931;68.72413793103448;35
0151BB;2020-07-01;2020-07-31;2093;296.68;30;9.889333333333333;69.76666666666667;35
0151BB;2020-08-01;2020-08-31;2105;298.75;30;9.958333333333334;70.16666666666667;35
0151BB;2020-09-01;2020-09-30;1984;282.0;29;9.724137931034482;68.41379310344827;35
0151BB;2020-10-01;2020-10-31;2012;284.78;30;9.492666666666667;67.06666666666666;35
0151BB;2020-11-01;2020-11-30;1943;268.24;29;9.249655172413794;67.0;35
0151BR;2018-01-01;2018-06-05;5105;668.71;155;4.314258064516129;32.935483870967744;3
0151BR;2018-06-06;2018-12-31;7117;926.18;208;4.452788461538462;34.21634615384615;3
0151BR;2019-01-01;2019-12-31;22929;2666.58;364;7.325769230769231;62.99175824175824;3
0151KO;2018-01-01;2018-12-31;13879;1896.53;364;5.210247252747252;38.129120879120876;2
0151KO;2019-01-01;2019-12-31;13103;1653.53;364;4.542664835164835;35.997252747252745;2
0152BB;2018-01-01;2018-12-31;28522;3819.73;364;10.493763736263736;78.35714285714286;21
0152BB;2019-01-01;2019-04-30;9238;1194.49;119;10.037731092436974;77.63025210084034;21
0152BB;2019-05-01;2019-05-31;2415;311.72;30;10.390666666666668;80.5;21
0152BB;2019-06-01;2019-06-30;2454;309.43;29;10.67;84.62068965517241;21
0152BB;2019-07-01;2019-07-31;2491;313.34;30;10.444666666666667;83.03333333333333;21
0152BB;2019-08-01;2019-08-31;2511;315.98;30;10.532666666666668;83.7;21
0152BB;2019-09-01;2019-09-30;2344;294.62;29;10.159310344827587;80.82758620689656;21
0152BB;2019-10-01;2019-10-31;2397;300.46;30;10.015333333333333;79.9;21
0152BB;2019-11-01;2019-11-30;2301;288.71;29;9.95551724137931;79.34482758620689;21
0152BB;2019-12-01;2019-12-31;2372;297.11;30;9.903666666666668;79.06666666666666;21
0152BB;2020-01-01;2020-01-31;2367;368.65;30;12.288333333333332;78.9;21
0152BB;2020-02-01;2020-02-29;2219;346.29;28;12.367500000000001;79.25;21
0152BB;2020-03-01;2020-03-31;2392;372.67;30;12.422333333333334;79.73333333333333;21
0152BB;2020-04-01;2020-04-30;2322;360.53;29;12.43206896551724;80.06896551724138;21
0152BB;2020-05-01;2020-05-31;2399;371.93;30;12.397666666666668;79.96666666666667;21
0152BB;2020-06-01;2020-06-30;2412;372.43;29;12.842413793103448;83.17241379310344;21
0152BB;2020-07-01;2020-07-31;2342;356.7;30;11.889999999999999;78.06666666666666;21
0152BB;2020-08-01;2020-08-31;2129;315.73;30;10.524333333333335;70.96666666666667;21
0152BB;2020-09-01;2020-09-30;2079;308.22;29;10.628275862068966;71.6896551724138;21
0152BB;2020-10-01;2020-10-31;2489;364.34;30;12.144666666666666;82.96666666666667;21
0152BB;2020-11-01;2020-11-30;2386;330.37;29;11.392068965517241;82.27586206896552;21
0152BR;2018-01-01;2018-01-31;3141;333.48;30;11.116000000000001;104.7;35
0152BR;2018-02-01;2018-02-28;2852;306.92;27;11.367407407407407;105.62962962962963;35
0152BR;2018-03-01;2018-03-31;3145;333.76;30;11.125333333333334;104.83333333333333;35
0152BR;2018-04-01;2018-04-30;3179;335.23;29;11.559655172413795;109.62068965517241;35
0152BR;2018-05-01;2018-05-31;3339;349.04;30;11.634666666666668;111.3;35
0152BR;2018-06-01;2018-06-30;3292;344.12;29;11.866206896551724;113.51724137931035;35
0152BR;2018-07-01;2018-07-31;3471;359.58;30;11.985999999999999;115.7;35
0152BR;2018-08-01;2018-08-31;3531;363.84;30;12.127999999999998;117.7;35
0152BR;2018-09-01;2018-09-30;3226;341.46;29;11.774482758620689;111.24137931034483;35
0152BR;2018-10-01;2018-10-31;3253;344.47;30;11.482333333333335;108.43333333333334;35
0152BR;2018-11-01;2018-11-30;2901;302.33;29;10.425172413793103;100.03448275862068;35
0152BR;2018-12-01;2018-12-31;2949;306.81;30;10.227;98.3;35
0152BR;2019-01-01;2019-01-31;2915;297.51;30;9.917;97.16666666666667;35
0152BR;2019-02-01;2019-02-28;2666;275.78;27;10.214074074074073;98.74074074074075;35
0152BR;2019-03-01;2019-03-31;2987;303.04;30;10.101333333333335;99.56666666666666;35
0152BR;2019-04-01;2019-04-30;2975;301.4;29;10.39310344827586;102.58620689655173;35
0152BR;2019-05-01;2019-05-31;3092;311.46;30;10.382;103.06666666666666;35
0152BR;2019-06-01;2019-06-30;3216;321.11;29;11.072758620689656;110.89655172413794;35
0152BR;2019-07-01;2019-07-31;3336;331.47;30;11.049000000000001;111.2;35
0152BR;2019-08-01;2019-08-31;3346;332.28;30;11.075999999999999;111.53333333333333;35
0152BR;2019-09-01;2019-09-30;3038;306.76;29;10.577931034482758;104.75862068965517;35
0152BR;2019-10-01;2019-10-31;3076;310.3;30;10.343333333333334;102.53333333333333;35
0152BR;2019-11-01;2019-11-30;2897;295.48;29;10.18896551724138;99.89655172413794;35
0152BR;2019-12-01;2019-12-31;2929;298.4;30;9.946666666666665;97.63333333333334;35
0152BR;2020-01-01;2020-01-31;2897;354.35;30;11.811666666666667;96.56666666666666;35
0152BR;2020-02-01;2020-02-29;2743;337.67;28;12.059642857142858;97.96428571428571;35
0152BR;2020-03-01;2020-03-31;3006;363.4;30;12.113333333333333;100.2;35
0152BR;2020-04-01;2020-04-30;2995;361.73;29;12.47344827586207;103.27586206896552;35
0152BR;2020-05-01;2020-05-31;3482;410.22;30;13.674000000000001;116.06666666666666;35
0152BR;2020-06-01;2020-06-30;3497;411.3;29;14.182758620689656;120.58620689655173;35
0152BR;2020-07-01;2020-07-31;3700;432.2;30;14.406666666666666;123.33333333333333;35
0152BR;2020-08-01;2020-08-31;3754;437.63;30;14.587666666666667;125.13333333333334;35
0152BR;2020-09-01;2020-09-30;3557;417.4;29;14.39310344827586;122.65517241379311;35
0152BR;2020-10-01;2020-10-31;3610;423.42;30;14.114;120.33333333333333;35
0152BR;2020-11-01;2020-11-30;3601;422.61;29;14.572758620689656;124.17241379310344;35
0152KO;2018-01-01;2018-01-31;1088;137.09;30;4.5696666666666665;36.266666666666666;35
0152KO;2018-02-01;2018-02-28;1051;132.63;27;4.912222222222222;38.925925925925924;35
0152KO;2018-03-01;2018-03-31;1085;136.73;30;4.557666666666666;36.166666666666664;35
0152KO;2018-04-01;2018-04-30;891;113.35;29;3.908620689655172;30.724137931034484;35
0152KO;2018-05-01;2018-05-31;911;115.76;30;3.8586666666666667;30.366666666666667;35
0152KO;2018-06-01;2018-06-30;884;112.51;29;3.879655172413793;30.482758620689655;35
0152KO;2018-07-01;2018-07-31;932;118.36;30;3.945333333333333;31.066666666666666;35
0152KO;2018-08-01;2018-08-31;962;121.97;30;4.065666666666667;32.06666666666667;35
0152KO;2018-09-01;2018-09-30;888;113.75;29;3.9224137931034484;30.620689655172413;35
0152KO;2018-10-01;2018-10-31;935;119.45;30;3.981666666666667;31.166666666666668;35
0152KO;2018-11-01;2018-11-30;984;125.4;29;4.324137931034483;33.93103448275862;35
0152KO;2018-12-01;2018-12-31;1095;138.87;30;4.6290000000000004;36.5;35
0152KO;2019-01-01;2019-01-31;1153;160.14;30;5.337999999999999;38.43333333333333;35
0152KO;2019-02-01;2019-02-28;958;134.08;27;4.9659259259259265;35.48148148148148;35
0152KO;2019-03-01;2019-03-31;992;138.63;30;4.6209999999999996;33.06666666666667;35
0152KO;2019-04-01;2019-04-30;908;127.4;29;4.393103448275863;31.310344827586206;35
0152KO;2019-05-01;2019-05-31;923;129.41;30;4.313666666666666;30.766666666666666;35
0152KO;2019-06-01;2019-06-30;938;131.41;29;4.531379310344827;32.3448275862069;35
0152KO;2019-07-01;2019-07-31;809;114.17;30;3.8056666666666668;26.966666666666665;35
0152KO;2019-08-01;2019-08-31;855;120.32;30;4.010666666666666;28.5;35
0152KO;2019-09-01;2019-09-30;773;109.36;29;3.771034482758621;26.655172413793103;35
0152KO;2019-10-01;2019-10-31;937;131.28;30;4.376;31.233333333333334;35
0152KO;2019-11-01;2019-11-30;928;130.07;29;4.485172413793103;32.0;35
0152KO;2019-12-01;2019-12-31;1059;147.58;30;4.919333333333333;35.3;35
0152KO;2020-01-01;2020-01-31;1094;151.74;30;5.058000000000001;36.46666666666667;35
0152KO;2020-02-01;2020-02-29;977;136.24;28;4.865714285714286;34.892857142857146;35
0152KO;2020-03-01;2020-03-31;1016;141.4;30;4.713333333333334;33.86666666666667;35
0152KO;2020-04-01;2020-04-30;929;129.88;29;4.478620689655172;32.03448275862069;35
0152KO;2020-05-01;2020-05-31;939;131.2;30;4.373333333333333;31.3;35
0152KO;2020-06-01;2020-06-30;902;126.3;29;4.355172413793103;31.103448275862068;35
0152KO;2020-07-01;2020-07-31;949;132.53;30;4.417666666666666;31.633333333333333;35
0152KO;2020-08-01;2020-08-31;969;135.18;30;4.506;32.3;35
0152KO;2020-09-01;2020-09-30;977;136.24;29;4.6979310344827585;33.689655172413794;35
0152KO;2020-10-01;2020-10-31;1220;168.43;30;5.614333333333334;40.666666666666664;35
0152KO;2020-11-01;2020-11-30;1210;160.29;29;5.527241379310345;41.724137931034484;35
0153BB;2018-01-01;2018-01-31;1656;215.78;30;7.192666666666667;55.2;35
0153BB;2018-02-01;2018-02-28;1619;210.61;27;7.800370370370371;59.96296296296296;35
0153BB;2018-03-01;2018-03-31;1671;217.26;30;7.242;55.7;35
0153BB;2018-04-01;2018-04-30;1500;196.83;29;6.787241379310346;51.724137931034484;35
0153BB;2018-05-01;2018-05-31;1549;203.28;30;6.776;51.63333333333333;35
0153BB;2018-06-01;2018-06-30;1505;197.8;29;6.820689655172414;51.89655172413793;35
0153BB;2018-07-01;2018-07-31;1590;208.35;30;6.944999999999999;53.0;35
0153BB;2018-08-01;2018-08-31;1603;211.1;30;7.036666666666666;53.43333333333333;35
0153BB;2018-09-01;2018-09-30;1503;198.72;29;6.852413793103448;51.827586206896555;35
0153BB;2018-10-01;2018-10-31;1545;203.71;30;6.790333333333334;51.5;35
0153BB;2018-11-01;2018-11-30;1546;203.64;29;7.022068965517241;53.310344827586206;35
0153BB;2018-12-01;2018-12-31;1675;219.89;30;7.329666666666666;55.833333333333336;35
0153BB;2019-01-01;2019-01-31;1729;216.78;30;7.226;57.63333333333333;35
0153BB;2019-02-01;2019-02-28;1481;186.68;27;6.914074074074074;54.851851851851855;35
0153BB;2019-03-01;2019-03-31;1568;197.01;30;6.566999999999999;52.266666666666666;35
0153BB;2019-04-01;2019-04-30;1484;187.44;29;6.463448275862069;51.172413793103445;35
0153BB;2019-05-01;2019-05-31;1532;193.18;30;6.439333333333334;51.06666666666667;35
0153BB;2019-06-01;2019-06-30;1516;192.39;29;6.634137931034482;52.275862068965516;35
0153BB;2019-07-01;2019-07-31;1571;198.72;30;6.624;52.36666666666667;35
0153BB;2019-08-01;2019-08-31;1590;201.15;30;6.705;53.0;35
0153BB;2019-09-01;2019-09-30;1467;185.16;29;6.384827586206897;50.58620689655172;35
0153BB;2019-10-01;2019-10-31;1549;195.19;30;6.506333333333333;51.63333333333333;35
0153BB;2019-11-01;2019-11-30;1498;189.09;29;6.520344827586207;51.6551724137931;35
0153BB;2019-12-01;2019-12-31;1652;207.26;30;6.908666666666666;55.06666666666667;35
0153BB;2020-01-01;2020-01-31;1691;267.5;30;8.916666666666666;56.36666666666667;35
0153BB;2020-02-01;2020-02-29;1537;244.93;28;8.7475;54.892857142857146;35
0153BB;2020-03-01;2020-03-31;1620;257.93;30;8.597666666666667;54.0;35
0153BB;2020-04-01;2020-04-30;1515;242.2;29;8.351724137931035;52.241379310344826;35
0153BB;2020-05-01;2020-05-31;1566;250.51;30;8.350333333333333;52.2;35
0153BB;2020-06-01;2020-06-30;1508;242.04;29;8.346206896551724;52.0;35
0153BB;2020-07-01;2020-07-31;1599;250.56;30;8.352;53.3;35
0153BB;2020-08-01;2020-08-31;1619;258.34;30;8.611333333333333;53.96666666666667;35
0153BB;2020-09-01;2020-09-30;1476;228.1;29;7.86551724137931;50.89655172413793;35
0153BB;2020-10-01;2020-10-31;1493;227.43;30;7.581;49.766666666666666;35
0153BB;2020-11-01;2020-11-30;1411;194.9;29;6.720689655172414;48.6551724137931;35
0153BR;2018-01-01;2018-06-19;7304;880.52;169;5.2101775147929;43.218934911242606;3
0153BR;2018-06-20;2018-12-31;8462;1021.46;194;5.265257731958763;43.618556701030926;3
0153BR;2019-01-01;2019-12-31;23653;2677.34;364;7.355329670329671;64.98076923076923;3
0153KO;2018-01-01;2018-01-31;2842;305.19;30;10.173;94.73333333333333;35
0153KO;2018-02-01;2018-02-28;2602;282.37;27;10.458148148148148;96.37037037037037;35
0153KO;2018-03-01;2018-03-31;2883;309.04;30;10.301333333333334;96.1;35
0153KO;2018-04-01;2018-04-30;2827;333.07;29;11.485172413793103;97.48275862068965;35
0153KO;2018-05-01;2018-05-31;2990;319.22;30;10.640666666666668;99.66666666666667;35
0153KO;2018-06-01;2018-06-30;2933;313.79;29;10.820344827586208;101.13793103448276;35
0153KO;2018-07-01;2018-07-31;2997;320.12;30;10.670666666666667;99.9;35
0153KO;2018-08-01;2018-08-31;2959;316.46;30;10.548666666666666;98.63333333333334;35
0153KO;2018-09-01;2018-09-30;2820;331.96;29;11.446896551724137;97.24137931034483;35
0153KO;2018-10-01;2018-10-31;2881;311.31;30;10.377;96.03333333333333;35
0153KO;2018-11-01;2018-11-30;2761;299.85;29;10.339655172413794;95.20689655172414;35
